
Personal Information	Tab Corner Right	Student Services	Tab Corner Right	Financial Aid	Tab Corner Right	Employee Services	Tab Corner Right	Additional Academic Services	Tab Corner Right
Transparent Image
Search   
RETURN TO MENU | SITE MAP | HELP
Look-Up Classes to Add:

 	
988900485 Jay W. Brink
Fall 2013
Aug 14, 2013 07:40 pm
Transparent Image
 Information	 To register for classes, check the box in front of the CRN (C identifies a closed class, NR identifies class not available for registration at this time, and SR identifies student restrictions on class) and click Register or Add to Worksheet.
Stockton Students: To register for an Independent Study, Internship, Research or non-Engineering Co-op (course will be marked NR) - Click here.

Helpful Codes
WL = Cap, Act & Rem are used only by McGeorge School of Law
Location: NBA = No Building Assigned
Sec: L = Lab; D = Discussion; ON = Online;

Sections Found
ACTY - Activity
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	80177	MAPP	005R	01	1	1.000-2.000	Applied Music: Trombone	 	TBA	15	0	15	0	0	0	0	0	0	Stephen Perdicaris (P)	08/26-12/13	TBA	 
SR	80178	MAPP	005S	01	1	1.000-2.000	Applied Music: Trumpet	 	TBA	15	0	15	0	0	0	0	0	0	Leonard J. Ott (P)	08/26-12/13	TBA	 
SR	80666	MAPP	005S	BRU	1	2.000	Applied Music: Trumpet	 	TBA	1	0	1	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80179	MAPP	005T	01	1	1.000-2.000	Applied Music: Tuba	 	TBA	10	0	10	0	0	0	0	0	0	Matthew J Tropman (P)	08/26-12/13	TBA	 
SR	80180	MAPP	005U	01	1	1.000-2.000	Applied Music: Viola	 	TBA	10	0	10	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80181	MAPP	005V	01	1	1.000-2.000	Applied Music: Violin	 	TBA	15	0	15	0	0	0	0	0	0	Ann E. Miller (P)	08/26-12/13	TBA	 
SR	80947	MAPP	005V	02	1	1.000-2.000	Applied Music: Violin	 	TBA	15	0	15	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80861	MAPP	005W	01	1	1.000-2.000	Applied Music: Voice	 	TBA	20	0	20	0	0	0	0	0	0	Burr C Phillips (P)	08/26-12/13	TBA	 
SR	80676	MAPP	005W	02	1	1.000-2.000	Applied Music: Voice	 	TBA	20	0	20	0	0	0	0	0	0	Lynelle F. Wiens (P)	08/26-12/13	TBA	 
SR	80823	MAPP	005W	03	1	1.000-2.000	Applied Music: Voice	 	TBA	20	0	20	0	0	0	0	0	0	Daniel J. Ebbers (P)	08/26-12/13	TBA	 
SR	80370	MAPP	005X	01	1	1.000-2.000	Applied Music: Saxophone	 	TBA	12	0	12	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80182	MAPP	010A	01	1	1.000-2.000	Applied Music: Euphonium	 	TBA	10	0	10	0	0	0	0	0	0	Matthew J Tropman (P)	08/26-12/13	TBA	 
SR	80183	MAPP	010B	01	1	1.000-2.000	Applied Music: Bassoon	 	TBA	10	3	7	0	0	0	0	0	0	Nicolasa R Kuster (P)	08/26-12/13	TBA	 
SR	80184	MAPP	010C	01	1	1.000-2.000	Applied Music: Cello	 	TBA	10	2	8	0	0	0	0	0	0	Nina Flyer (P)	08/26-12/13	TBA	 
SR	80185	MAPP	010D	01	1	1.000-2.000	Applied Music: Clarinet	 	TBA	15	4	11	0	0	0	0	0	0	Patricia M. Shands (P)	08/26-12/13	TBA	 
SR	80186	MAPP	010E	01	1	1.000-2.000	Applied Music: Flute	 	TBA	20	7	13	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80187	MAPP	010F	01	1	1.000-2.000	Applied Music: French Horn	 	TBA	10	1	9	0	0	0	0	0	0	Jennie M Blomster (P)	08/26-12/13	TBA	 
SR	80188	MAPP	010G	01	1	1.000-2.000	Applied Music: Guitar	 	TBA	20	4	16	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	81080	MAPP	010G	02	1	1.000-2.000	Applied Music: Guitar	 	TBA	2	0	2	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80189	MAPP	010K	01	1	1.000-2.000	Applied Music: Oboe	 	TBA	10	1	9	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80190	MAPP	010M	01	1	1.000-2.000	Applied Music: Percussion	 	TBA	10	3	7	0	0	0	0	0	0	Kenneth A Brown (P)	08/26-12/13	TBA	 
SR	80191	MAPP	010N	01	1	1.000-2.000	Applied Music: Piano	 	TBA	80	1	79	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80681	MAPP	010N	02	1	1.000-2.000	Applied Music: Piano	 	TBA	20	3	17	0	0	0	0	0	0	Rex Cooper (P)	08/26-12/13	TBA	 
SR	80682	MAPP	010N	03	1	1.000-2.000	Applied Music: Piano	 	TBA	20	0	20	0	0	0	0	0	0	Sonia Leong (P)	08/26-12/13	TBA	 
SR	81865	MAPP	010N	04	1	1.000-2.000	Applied Music: Piano	 	TBA	20	0	20	0	0	0	0	0	0	Frank H. Wiens (P)	08/26-12/13	TBA	 
SR	80192	MAPP	010Q	01	1	1.000-2.000	Applied Music: String Bass	 	TBA	10	1	9	0	0	0	0	0	0	Thomas V Derthick (P)	08/26-12/13	TBA	 
SR	80193	MAPP	010R	01	1	1.000-2.000	Applied Music: Trombone	 	TBA	15	1	14	0	0	0	0	0	0	Stephen Perdicaris (P)	08/26-12/13	TBA	 
SR	80194	MAPP	010S	01	1	1.000-2.000	Applied Music: Trumpet	 	TBA	15	3	12	0	0	0	0	0	0	Leonard J. Ott (P)	08/26-12/13	TBA	 
SR	80195	MAPP	010T	01	1	1.000-2.000	Applied Music: Tuba	 	TBA	10	0	10	0	0	0	0	0	0	Matthew J Tropman (P)	08/26-12/13	TBA	 
SR	80196	MAPP	010U	01	1	1.000-2.000	Applied Music: Viola	 	TBA	10	1	9	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80197	MAPP	010V	01	1	1.000-2.000	Applied Music: Violin	 	TBA	15	2	13	0	0	0	0	0	0	Ann E. Miller (P)	08/26-12/13	TBA	 
SR	80946	MAPP	010V	02	1	1.000-2.000	Applied Music: Violin	 	TBA	15	2	13	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80862	MAPP	010W	01	1	1.000-2.000	Applied Music: Voice	 	TBA	20	0	20	0	0	0	0	0	0	Burr C Phillips (P)	08/26-12/13	TBA	 
SR	80672	MAPP	010W	02	1	1.000-2.000	Applied Music: Voice	 	TBA	20	3	17	0	0	0	0	0	0	Lynelle F. Wiens (P)	08/26-12/13	TBA	 
SR	80673	MAPP	010W	03	1	1.000-2.000	Applied Music: Voice	 	TBA	20	0	20	0	0	0	0	0	0	Daniel J. Ebbers (P)	08/26-12/13	TBA	 
SR	80371	MAPP	010X	01	1	1.000-2.000	Applied Music: Saxophone	 	TBA	12	5	7	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80198	MAPP	011A	01	1	1.000-2.000	Appld Mus: Mus Ed (Euphonium)	 	TBA	10	1	9	0	0	0	0	0	0	Matthew J Tropman (P)	08/26-12/13	TBA	 
SR	80199	MAPP	011B	01	1	1.000-2.000	Appld Mus: Mus Ed (Bassoon)	 	TBA	10	0	10	0	0	0	0	0	0	Nicolasa R Kuster (P)	08/26-12/13	TBA	 
SR	80200	MAPP	011C	01	1	1.000-2.000	Appld Mus: Mus Ed (Cello)	 	TBA	10	1	9	0	0	0	0	0	0	Nina Flyer (P)	08/26-12/13	TBA	 
SR	80201	MAPP	011D	01	1	1.000-2.000	Appld Mus: Mus Ed (Clarinet)	 	TBA	15	0	15	0	0	0	0	0	0	Patricia M. Shands (P)	08/26-12/13	TBA	 
SR	80202	MAPP	011E	01	1	1.000-2.000	Appld Mus: Mus Ed (Flute)	 	TBA	20	1	19	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80203	MAPP	011F	01	1	1.000-2.000	Appld Mus: Mus Ed (Horn)	 	TBA	10	1	9	0	0	0	0	0	0	Jennie M Blomster (P)	08/26-12/13	TBA	 
SR	80204	MAPP	011G	01	1	1.000-2.000	Appld Mus: Mus Ed (Guitar)	 	TBA	20	0	20	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80205	MAPP	011K	01	1	1.000-2.000	Appld Mus: Mus Ed (Oboe)	 	TBA	10	1	9	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80206	MAPP	011M	01	1	1.000-2.000	Appld Mus: Mus Ed (Percussion)	 	TBA	10	2	8	0	0	0	0	0	0	Kenneth A Brown (P)	08/26-12/13	TBA	 
SR	80207	MAPP	011N	01	1	1.000-2.000	Appld Mus: Mus Ed (Piano)	 	TBA	10	0	10	0	0	0	0	0	0	Rex Cooper (P)	08/26-12/13	TBA	 
SR	82548	MAPP	011N	02	1	1.000-2.000	Appld Mus: Mus Ed (Piano)	 	TBA	10	0	10	0	0	0	0	0	0	Frank H. Wiens (P)	08/26-12/13	TBA	 
SR	80208	MAPP	011Q	01	1	1.000-2.000	Appld Mus: Mus Ed String Bass	 	TBA	10	0	10	0	0	0	0	0	0	Thomas V Derthick (P)	08/26-12/13	TBA	 
SR	80209	MAPP	011R	01	1	1.000-2.000	Appld Mus: Mus Ed (Trombone)	 	TBA	15	0	15	0	0	0	0	0	0	Stephen Perdicaris (P)	08/26-12/13	TBA	 
SR	80210	MAPP	011S	01	1	1.000-2.000	Appld Mus: Mus Ed (Trumpet)	 	TBA	15	1	14	0	0	0	0	0	0	Leonard J. Ott (P)	08/26-12/13	TBA	 
SR	80211	MAPP	011T	01	1	1.000-2.000	Appld Mus: Mus Ed (Tuba)	 	TBA	10	2	8	0	0	0	0	0	0	Matthew J Tropman (P)	08/26-12/13	TBA	 
SR	80212	MAPP	011U	01	1	1.000-2.000	Appld Mus: Mus Ed (Viola)	 	TBA	10	1	9	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80213	MAPP	011V	01	1	1.000-2.000	Appld Mus: Mus Ed (Violin)	 	TBA	15	1	14	0	0	0	0	0	0	Ann E. Miller (P)	08/26-12/13	TBA	 
SR	81792	MAPP	011V	02	1	1.000-2.000	Appld Mus: Mus Ed (Violin)	 	TBA	5	0	5	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80899	MAPP	011W	01	1	1.000-2.000	Appld Mus: Mus Ed (Voice)	 	TBA	20	0	20	0	0	0	0	0	0	Daniel J. Ebbers (P)	08/26-12/13	TBA	 
SR	80678	MAPP	011W	02	1	1.000-2.000	Appld Mus: Mus Ed (Voice)	 	TBA	20	0	20	0	0	0	0	0	0	Lynelle F. Wiens (P)	08/26-12/13	TBA	 
SR	80863	MAPP	011W	03	1	1.000-2.000	Appld Mus: Mus Ed (Voice)	 	TBA	20	0	20	0	0	0	0	0	0	Burr C Phillips (P)	08/26-12/13	TBA	 
SR	80372	MAPP	011X	01	1	1.000-2.000	Appld Mus: Mus Ed (Saxophone)	 	TBA	12	3	9	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80214	MAPP	012A	01	1	1.000-2.000	Appld Mus: Perf (Euphonium)	 	TBA	10	0	10	0	0	0	0	0	0	Matthew J Tropman (P)	08/26-12/13	TBA	 
SR	80215	MAPP	012B	01	1	1.000-2.000	Appld Mus: Perf (Bassoon)	 	TBA	10	1	9	0	0	0	0	0	0	Nicolasa R Kuster (P)	08/26-12/13	TBA	 
SR	80216	MAPP	012C	01	1	1.000-2.000	Appld Mus: Perf (Cello)	 	TBA	10	0	10	0	0	0	0	0	0	Nina Flyer (P)	08/26-12/13	TBA	 
SR	80217	MAPP	012D	01	1	1.000-2.000	Appld Mus: Perf (Clarinet)	 	TBA	15	1	14	0	0	0	0	0	0	Patricia M. Shands (P)	08/26-12/13	TBA	 
SR	80218	MAPP	012E	01	1	1.000-2.000	Appld Mus: Perf (Flute)	 	TBA	20	1	19	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80219	MAPP	012F	01	1	1.000-2.000	Appld Mus: Perf (Horn)	 	TBA	10	1	9	0	0	0	0	0	0	Jennie M Blomster (P)	08/26-12/13	TBA	 
SR	80220	MAPP	012G	01	1	1.000-2.000	Appld Mus: Perf (Guitar)	 	TBA	20	0	20	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80221	MAPP	012K	01	1	1.000-4.000	Appld Mus: Perf (Oboe)	 	TBA	10	1	9	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80222	MAPP	012M	01	1	1.000-2.000	Appld Mus: Perf (Percussion)	 	TBA	10	0	10	0	0	0	0	0	0	Kenneth A Brown (P)	08/26-12/13	TBA	 
SR	80683	MAPP	012N	02	1	1.000-2.000	Appld Mus: Perf (Piano)	 	TBA	20	2	18	0	0	0	0	0	0	Rex Cooper (P)	08/26-12/13	TBA	 
SR	80825	MAPP	012N	03	1	1.000-2.000	Appld Mus: Perf (Piano)	 	TBA	20	0	20	0	0	0	0	0	0	Frank H. Wiens (P)	08/26-12/13	TBA	 
SR	80223	MAPP	012Q	01	1	1.000-2.000	Appld Mus: Perf (String Bass)	 	TBA	10	1	9	0	0	0	0	0	0	Thomas V Derthick (P)	08/26-12/13	TBA	 
SR	80224	MAPP	012R	01	1	1.000-2.000	Appld Mus: Perf (Trombone)	 	TBA	15	0	15	0	0	0	0	0	0	Stephen Perdicaris (P)	08/26-12/13	TBA	 
SR	80225	MAPP	012S	01	1	1.000-2.000	Appld Mus: Perf (Trumpet)	 	TBA	15	1	14	0	0	0	0	0	0	Leonard J. Ott (P)	08/26-12/13	TBA	 
SR	80226	MAPP	012T	01	1	1.000-2.000	Appld Mus: Perf (Tuba)	 	TBA	10	0	10	0	0	0	0	0	0	Matthew J Tropman (P)	08/26-12/13	TBA	 
SR	80227	MAPP	012U	01	1	1.000-2.000	Appld Mus: Perf (Viola)	 	TBA	10	2	8	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80228	MAPP	012V	01	1	1.000-4.000	Appld Mus: Perf (Violin)	 	TBA	15	4	11	0	0	0	0	0	0	Ann E. Miller (P)	08/26-12/13	TBA	 
SR	80229	MAPP	012W	01	1	1.000-3.000	Appld Mus: Perf (Voice)	 	TBA	50	2	48	0	0	0	0	0	0	Daniel J. Ebbers (P)	08/26-12/13	TBA	 
SR	80675	MAPP	012W	02	1	1.000-3.000	Appld Mus: Perf (Voice)	 	TBA	20	3	17	0	0	0	0	0	0	Lynelle F. Wiens (P)	08/26-12/13	TBA	 
SR	80864	MAPP	012W	03	1	1.000-3.000	Appld Mus: Perf (Voice)	 	TBA	20	1	19	0	0	0	0	0	0	Burr C Phillips (P)	08/26-12/13	TBA	 
SR	80373	MAPP	012X	01	1	1.000-2.000	Appld Mus: Perf (Saxophone)	 	TBA	12	0	12	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80230	MAPP	111A	01	1	1.000-2.000	Adv Appld Mus: Mus Ed (Euphnm)	 	TBA	10	1	9	0	0	0	0	0	0	Matthew J Tropman (P)	08/26-12/13	TBA	 
SR	80231	MAPP	111B	01	1	1.000-2.000	Adv Appld Mus: Mus Ed(Bassoon)	 	TBA	10	0	10	0	0	0	0	0	0	Nicolasa R Kuster (P)	08/26-12/13	TBA	 
SR	80232	MAPP	111C	01	1	1.000-2.000	Adv Appld Mus: Mus Ed (Cello)	 	TBA	10	0	10	0	0	0	0	0	0	Nina Flyer (P)	08/26-12/13	TBA	 
SR	80233	MAPP	111D	01	1	1.000-2.000	Adv Appld Mus: Mus Ed(Clarint)	 	TBA	15	0	15	0	0	0	0	0	0	Patricia M. Shands (P)	08/26-12/13	TBA	 
SR	80234	MAPP	111E	01	1	1.000-2.000	Adv Appld Mus: Mus Ed (Flute)	 	TBA	20	0	20	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80235	MAPP	111F	01	1	1.000-2.000	Adv Appld Mus: Mus Ed (Horn)	 	TBA	10	1	9	0	0	0	0	0	0	Jennie M Blomster (P)	08/26-12/13	TBA	 
SR	80236	MAPP	111G	01	1	1.000-2.000	Adv Appld Mus: Mus Ed (Guitar)	 	TBA	20	0	20	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80237	MAPP	111K	01	1	1.000-2.000	Adv Appld Mus: Mus Ed (Oboe)	 	TBA	10	1	9	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80238	MAPP	111M	01	1	1.000-2.000	Adv Appld Mus: Mus Ed(Percssn)	 	TBA	12	1	11	0	0	0	0	0	0	Kenneth A Brown (P)	08/26-12/13	TBA	 
SR	80684	MAPP	111N	02	1	1.000-2.000	Adv Appld Mus: Mus Ed (Piano)	 	TBA	20	0	20	0	0	0	0	0	0	Rex Cooper (P)	08/26-12/13	TBA	 
SR	80900	MAPP	111N	03	1	1.000-2.000	Adv Appld Mus: Mus Ed (Piano)	 	TBA	20	0	20	0	0	0	0	0	0	Frank H. Wiens (P)	08/26-12/13	TBA	 
SR	80239	MAPP	111Q	01	1	1.000-2.000	Adv Appld Mus: Mus Ed (Bass)	 	TBA	10	0	10	0	0	0	0	0	0	Thomas V Derthick (P)	08/26-12/13	TBA	 
SR	80240	MAPP	111R	01	1	1.000-2.000	Adv Appld Mus: Mus Ed (Trombn)	 	TBA	15	1	14	0	0	0	0	0	0	Stephen Perdicaris (P)	08/26-12/13	TBA	 
SR	80241	MAPP	111S	01	1	1.000-2.000	Adv Appld Mus: Mus Ed(Trumpet)	 	TBA	15	2	13	0	0	0	0	0	0	Leonard J. Ott (P)	08/26-12/13	TBA	 
SR	80242	MAPP	111T	01	1	1.000-2.000	Adv Appld Mus: Mus Ed (Tuba)	 	TBA	10	0	10	0	0	0	0	0	0	Matthew J Tropman (P)	08/26-12/13	TBA	 
SR	80243	MAPP	111U	01	1	1.000-2.000	Appld Mus: Mus Ed (Viola)	 	TBA	10	0	10	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80244	MAPP	111V	01	1	1.000-2.000	Appld Mus: Mus Ed (Violin)	 	TBA	15	1	14	0	0	0	0	0	0	Ann E. Miller (P)	08/26-12/13	TBA	 
SR	80245	MAPP	111W	01	1	1.000-2.000	Adv Appld Mus: Mus Ed (Voice)	 	TBA	50	0	50	0	0	0	0	0	0	Daniel J. Ebbers (P)	08/26-12/13	TBA	 
SR	80865	MAPP	111W	02	1	1.000-2.000	Adv Appld Mus: Mus Ed (Voice)	 	TBA	20	0	20	0	0	0	0	0	0	Burr C Phillips (P)	08/26-12/13	TBA	 
SR	80870	MAPP	111W	03	1	1.000-2.000	Adv Appld Mus: Mus Ed (Voice)	 	TBA	20	2	18	0	0	0	0	0	0	Lynelle F. Wiens (P)	08/26-12/13	TBA	 
SR	80374	MAPP	111X	01	1	1.000-2.000	Adv Appld Mus: Mus Ed (Saxphn)	 	TBA	12	1	11	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80246	MAPP	112A	01	1	1.000-4.000	Adv Appld Mus: Perf(Euphonium)	 	TBA	10	1	9	0	0	0	0	0	0	Matthew J Tropman (P)	08/26-12/13	TBA	 
SR	80247	MAPP	112B	01	1	1.000-4.000	Adv Appld Mus: Perf (Bassoon)	 	TBA	10	2	8	0	0	0	0	0	0	Nicolasa R Kuster (P)	08/26-12/13	TBA	 
SR	80248	MAPP	112C	01	1	1.000-4.000	Adv Appld Mus: Perf (Cello)	 	TBA	10	1	9	0	0	0	0	0	0	Nina Flyer (P)	08/26-12/13	TBA	 
SR	80249	MAPP	112D	01	1	1.000-4.000	Adv Appld Mus: Perf (Clarinet)	 	TBA	15	4	11	0	0	0	0	0	0	Patricia M. Shands (P)	08/26-12/13	TBA	 
SR	80250	MAPP	112E	01	1	1.000-4.000	Adv Appld Mus: Perf (Flute)	 	TBA	20	0	20	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80251	MAPP	112F	01	1	1.000-4.000	Adv Appld Mus: Perf (Horn)	 	TBA	10	0	10	0	0	0	0	0	0	Jennie M Blomster (P)	08/26-12/13	TBA	 
SR	80252	MAPP	112K	01	1	1.000-4.000	Adv Appld Mus: Perf (Oboe)	 	TBA	10	0	10	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80253	MAPP	112M	01	1	1.000-4.000	Adv Appld Mus: Perf (Percussn)	 	TBA	12	0	12	0	0	0	0	0	0	Kenneth A Brown (P)	08/26-12/13	TBA	 
SR	80677	MAPP	112N	01	1	1.000-4.000	Adv Appld Mus: Perf (Piano)	 	TBA	20	0	20	0	0	0	0	0	0	Rex Cooper (P)	08/26-12/13	TBA	 
SR	80824	MAPP	112N	02	1	1.000-4.000	Adv Appld Mus: Perf (Piano)	 	TBA	20	2	18	0	0	0	0	0	0	Frank H. Wiens (P)	08/26-12/13	TBA	 
SR	80254	MAPP	112Q	01	1	1.000-4.000	Adv Appld Mus: Perf (Bass)	 	TBA	10	1	9	0	0	0	0	0	0	Thomas V Derthick (P)	08/26-12/13	TBA	 
SR	80255	MAPP	112R	01	1	1.000-4.000	Adv Appld Mus: Perf (Trombone)	 	TBA	15	0	15	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80256	MAPP	112S	01	1	1.000-4.000	Adv Appld Mus: Perf (Trumpet)	 	TBA	15	1	14	0	0	0	0	0	0	Leonard J. Ott (P)	08/26-12/13	TBA	 
SR	80257	MAPP	112T	01	1	1.000-4.000	Adv Appld Mus: Perf (Tuba)	 	TBA	10	0	10	0	0	0	0	0	0	Matthew J Tropman (P)	08/26-12/13	TBA	 
SR	80258	MAPP	112U	01	1	1.000-4.000	Adv Appld Mus: Perf (Viola)	 	TBA	10	0	10	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80259	MAPP	112V	01	1	1.000-4.000	Adv Appld Mus: Perf (Violin)	 	TBA	15	1	14	0	0	0	0	0	0	Ann E. Miller (P)	08/26-12/13	TBA	 
C	82410	MAPP	112V	02	1	1.000-4.000	Adv Appld Mus: Perf (Violin)	 	TBA	1	1	0	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	TBA	 
SR	80260	MAPP	112W	01	1	1.000-4.000	Adv Appld Mus: Perf (Voice)	 	TBA	50	2	48	0	0	0	0	0	0	Lynelle F. Wiens (P)	08/26-12/13	TBA	 
SR	80866	MAPP	112W	02	1	1.000-4.000	Adv Appld Mus: Perf (Voice)	 	TBA	20	3	17	0	0	0	0	0	0	Burr C Phillips (P)	08/26-12/13	TBA	 
SR	80674	MAPP	112W	03	1	1.000-4.000	Adv Appld Mus: Perf (Voice)	 	TBA	20	3	17	0	0	0	0	0	0	Daniel J. Ebbers (P)	08/26-12/13	TBA	 
SR	80375	MAPP	112X	01	1	1.000-4.000	Adv Appld Mus: Perf (Saxophn)	 	TBA	12	2	10	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80261	MAPP	121	01	1	1.000	Vocal Coaching	 	TBA	20	7	13	0	0	0	0	0	0	Burr C Phillips (P)	08/26-12/13	TBA	 
NR	82100	MAPP	191	01	1	1.000-2.000	Independent Study	 	TBA	1	0	1	0	0	0	0	0	0	Nicolasa R Kuster (P)	08/26-12/13	TBA	 
SR	82291	MAPP	193A	01	1	0.000-4.000	Intermediate Guitar	F	08:00 am-08:45 am	15	0	15	0	0	0	0	0	0	TBA	08/26-12/13	RHHALL CHORAL	 
SR	80262	MAPP	210A	01	1	1.000-2.000	Applied Music: Euphonium	 	TBA	10	0	10	0	0	0	0	0	0	Matthew J Tropman (P)	08/26-12/13	TBA	 
SR	80263	MAPP	210B	01	1	1.000-2.000	Applied Music: Bassoon	 	TBA	10	0	10	0	0	0	0	0	0	Nicolasa R Kuster (P)	08/26-12/13	TBA	 
SR	80264	MAPP	210C	01	1	1.000-2.000	Applied Music: Cello	 	TBA	10	0	10	0	0	0	0	0	0	Nina Flyer (P)	08/26-12/13	TBA	 
SR	80265	MAPP	210D	01	1	1.000-2.000	Applied Music: Clarinet	 	TBA	15	0	15	0	0	0	0	0	0	Patricia M. Shands (P)	08/26-12/13	TBA	 
SR	80266	MAPP	210E	01	1	1.000-2.000	Applied Music: Flute	 	TBA	20	0	20	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80267	MAPP	210F	01	1	1.000-2.000	Applied Music: Horn	 	TBA	10	0	10	0	0	0	0	0	0	Jennie M Blomster (P)	08/26-12/13	TBA	 
SR	80268	MAPP	210G	01	1	1.000-2.000	Applied Music: Guitar	 	TBA	20	0	20	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80269	MAPP	210K	01	1	1.000-2.000	Applied Music: Oboe	 	TBA	10	0	10	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80270	MAPP	210M	01	1	1.000-2.000	Applied Music: Percussion	 	TBA	10	0	10	0	0	0	0	0	0	Kenneth A Brown (P)	08/26-12/13	TBA	 
SR	80271	MAPP	210N	01	1	1.000-2.000	Applied Music: Piano	 	TBA	80	0	80	0	0	0	0	0	0	Frank H. Wiens (P)	08/26-12/13	TBA	 
SR	80901	MAPP	210N	02	1	1.000-2.000	Applied Music: Piano	 	TBA	20	0	20	0	0	0	0	0	0	Rex Cooper (P)	08/26-12/13	TBA	 
SR	80272	MAPP	210Q	01	1	1.000-2.000	Applied Music: String Bass	 	TBA	10	0	10	0	0	0	0	0	0	Thomas V Derthick (P)	08/26-12/13	TBA	 
SR	80273	MAPP	210R	01	1	1.000-2.000	Applied Music: Trombone	 	TBA	15	0	15	0	0	0	0	0	0	Stephen Perdicaris (P)	08/26-12/13	TBA	 
SR	80274	MAPP	210S	01	1	1.000-2.000	Applied Music: Trumpet	 	TBA	15	0	15	0	0	0	0	0	0	Leonard J. Ott (P)	08/26-12/13	TBA	 
SR	80275	MAPP	210T	01	1	1.000-2.000	Applied Music: Tuba	 	TBA	10	0	10	0	0	0	0	0	0	Matthew J Tropman (P)	08/26-12/13	TBA	 
SR	80276	MAPP	210U	01	1	1.000-2.000	Applied Music: Viola	 	TBA	10	0	10	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80277	MAPP	210V	01	1	1.000-2.000	Applied Music: Violin	 	TBA	15	1	14	0	0	0	0	0	0	Ann E. Miller (P)	08/26-12/13	TBA	 
SR	80278	MAPP	210W	01	1	1.000-2.000	Applied Music: Voice	 	TBA	50	0	50	0	0	0	0	0	0	Lynelle F. Wiens (P)	08/26-12/13	TBA	 
SR	80867	MAPP	210W	02	1	1.000-2.000	Applied Music: Voice	 	TBA	20	0	20	0	0	0	0	0	0	Burr C Phillips (P)	08/26-12/13	TBA	 
SR	80902	MAPP	210W	03	1	1.000-2.000	Applied Music: Voice	 	TBA	20	0	20	0	0	0	0	0	0	Daniel J. Ebbers (P)	08/26-12/13	TBA	 
SR	80376	MAPP	210X	01	1	1.000-2.000	Applied Music: Saxophone	 	TBA	12	0	12	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
MATH - Mathematics
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	80500	MATH	001	01	1	3.000	Pre-Algebra and Lab	MW	08:00 am-09:15 am	2	1	1	0	0	0	30	20	10	Andrew John Pitcher (P)	08/26-12/13	EDUCBU 110C	Educational Resource Center
C	81729	MATH	001	02	1	3.000	Pre-Algebra and Lab	MW	09:30 am-10:45 am	2	2	0	0	0	0	30	21	9	Andrew John Pitcher (P)	08/26-12/13	EDUCBU 110C	Educational Resource Center
